4,179,-0.153,1.132,1,tony-barbee-1,central-michigan,2025,south-alabama
2,159,-3.822,-3.176,0,todd-simon-1,bowling-green-state,2025,southern-mississippi
2,12,-15.38,-3.345,0,george-halcovage-1,buffalo,2025,old-dominion
4,38,-10.765,-2.755,0,rashon-burno-1,northern-illinois,2025,georgia-southern
12,232,-6.903,-7.99,2,robert-jones-1,norfolk-state,2025,
3,34,-11.153,-6.16,0,erik-martin-1,south-carolina-state,2025,
6,73,-11.27,-6.383,2,kenny-blakeney-1,howard,2025,kansas
4,37,-15.47,-6.762,0,stan-waterman-1,delaware-state,2025,virginia-tech
6,116,-10.576,-7.378,1,kevin-broadus-1,morgan-state,2025,
15,268,-7.883,-8.809,4,levelle-moton-1,north-carolina-central,2025,george-mason
2,7,-21.44,-5.235,0,larry-stewart-1,coppin-state,2025,wake-forest
1,5,-21.3,-2.48,0,cleo-hill-jr-1,maryland-eastern-shore,2025,vanderbilt
1,26,8.8,0.25,0,ben-mccollum-1,drake,2025,
10,276,2.265,0.893,1,brian-wardle-1,bradley,2025,southeast-missouri-state
19,374,5.355,2.963,4,ben-jacobson-4,northern-iowa,2025,
6,275,-1.111,-3.33,1,casey-alexander-1,belmont,2025,
3,43,-2.263,-0.913,0,ryan-pedon-1,illinois-state,2025,tennessee-martin
1,92,0.698,-0.898,0,rob-ehsan-1,illinois-chicago,2025,
3,245,6.596,3.855,4,steve-prohm-1,murray-state,2025,
1,347,0.941,-3.309,5,scott-nagy-1,southern-illinois,2025,college-of-charleston
3,33,-8.013,-0.08,0,david-ragland-1,evansville,2025,north-texas
1,78,-6.398,-1.952,0,matthew-graves-1,indiana-state,2025,florida-atlantic
2,20,-6.055,0.405,0,roger-powell-1,valparaiso,2025,liberty
1,273,8.288,6.06,4,cuonzo-martin-1,missouri-state,2025,butler
4,242,9.767,7.064,3,richard-pitino-1,new-mexico,2025,nicholls-state
1,142,-3.136,-3.796,0,jerrod-calhoun-1,utah-state,2025,alcorn-state
7,215,2.218,0.911,2,niko-medved-1,colorado-state,2025,north-dakota
8,196,13.572,5.588,5,brian-dutcher-1,san-diego-state,2025,california-san-diego
15,310,9.077,3.621,5,leon-rice-1,boise-state,2025,oakland
4,73,7.34,5.342,0,kevin-kruger-1,nevada-las-vegas,2025,alabama-state
6,621,11.103,5.91,13,steve-alford-1,nevada,2025,sam-houston-state
4,238,3.989,6.091,2,tim-miles-1,san-jose-state,2025,western-illinois
1,30,-2.87,0.395,0,sundance-wicks-1,wyoming,2025,
1,19,-6.347,1.677,0,vance-walberg-1,fresno-state,2025,sacramento-state
5,278,-2.269,-0.961,1,joe-scott-2,air-force,2025,north-alabama
4,59,-10.625,-9.152,0,patrick-sellers-1,central-connecticut-state,2025,providence
3,24,-17.877,-7.623,0,rod-strickland-1,long-island-university,2025,mississippi
1,14,-15.62,-8.62,0,gary-manchel-1,mercyhurst,2025,george-washington
2,26,-13.175,-8.26,0,jack-castleberry-1,fairleigh-dickinson,2025,miami-fl
13,167,-10.891,-6.788,0,rob-krimmel-1,saint-francis-pa,2025,dayton
3,46,-12.557,-9.823,1,donald-copeland-1,wagner,2025,rutgers
3,32,-14.943,-7.803,0,chris-kraus-1,stonehill,2025,
2,24,-14.225,-8.835,0,nate-champion-1,le-moyne,2025,syracuse
1,5,-9.635,2.63,0,scott-spinelli-1,chicago-state,2025,loyola-il
5,72,-9.418,-6.626,1,brad-korn-1,southeast-missouri-state,2025,bradley
6,83,-10.232,-6.718,0,brian-barone-1,southern-illinois-edwardsville,2025,
7,100,-6.053,-4.564,0,darrell-walker-1,arkansas-little-rock,2025,
6,215,-3.197,-1.237,2,john-pelphrey-1,tennessee-tech,2025,georgia
7,95,-9.81,-6.826,0,brian-collins-1,tennessee-state,2025,
1,14,-13.57,-6.92,0,jonathan-mattox-1,morehead-state,2025,louisville
3,34,-15.553,-6.767,0,kyle-gerdeman-1,lindenwood,2025,oklahoma
1,12,-11.05,-7.51,0,jeremy-shulman-1,tennessee-martin,2025,illinois-state
4,222,-3.278,-0.265,0,marty-simmons-1,eastern-illinois,2025,illinois
3,34,-11.89,-6.94,0,stan-gouard-1,southern-indiana,2025,depaul
2,32,-12.205,-7.79,0,chad-boudreau-1,western-illinois,2025,san-jose-state
2,34,-8.56,-7.455,0,duane-simpkins-1,american,2025,la-salle
2,30,-6.57,-5.9,0,john-griffin-1,bucknell,2025,delaware
2,26,-12.795,-8.07,0,kevin-kuwik-1,army,2025,albany-ny
14,240,-2.816,-4.629,5,matt-langel-1,colgate,2025,
14,319,-6.545,-5.299,0,joe-jones-1,boston-university,2025,northeastern
14,412,-4.027,-2.104,2,ed-dechellis-1,navy,2025,saint-josephs
3,25,-9.57,-6.107,0,mike-mcgarvey-1,lafayette,2025,villanova
1,11,-11.35,-8.09,0,josh-loeffler-1,loyola-md,2025,columbia
2,252,-2.579,-2.177,2,david-paulsen-1,holy-cross,2025,wisconsin
18,286,-5.443,-5.35,2,brett-reed-1,lehigh,2025,northwestern
6,236,14.121,6.874,7,nate-oats-1,alabama,2025,north-carolina-asheville
3,121,13.505,6.628,2,todd-golden-1,florida,2025,south-florida
10,829,15.462,8.177,28,rick-barnes-1,tennessee,2025,gardner-webb
3,104,3.035,1.573,2,dennis-gates-1,missouri,2025,memphis
6,370,11.286,7.011,10,buzz-williams-1,texas-am,2025,central-florida
1,206,9.036,3.531,2,mark-pope-1,kentucky,2025,wright-state
2,210,16.056,7.836,6,chris-beard-1,mississippi,2025,long-island-university
3,204,8.344,1.63,5,chris-jans-1,mississippi-state,2025,west-georgia
1,232,0.712,-2.02,1,mark-byington-1,vanderbilt,2025,maryland-eastern-shore
1,872,16.674,6.791,23,john-calipari-1,arkansas,2025,lipscomb
3,296,11.282,6.184,4,michael-white-1,georgia,2025,tennessee-tech
3,222,5.093,3.539,3,rodney-terry-1,texas,2025,ohio-state
4,364,4.376,2.309,2,porter-moser-1,oklahoma,2025,lindenwood
3,199,4.384,-0.944,3,matt-mcmahon-1,louisiana-state,2025,louisiana-monroe
3,135,0.499,1.618,2,lamont-paris-1,south-carolina,2025,north-florida
3,133,-6.47,-2.566,0,dan-earl-1,chattanooga,2025,southern-california
4,251,-4.536,-4.464,1,mike-jones-7,north-carolina-greensboro,2025,florida-gulf-coast
5,98,-0.502,-2.978,1,bucky-mcmillan-1,samford,2025,
2,37,-1.65,-3.625,0,brooks-savage-1,east-tennessee-state,2025,
8,178,4.438,-2.33,1,bob-richey-1,furman,2025,
3,45,-3.28,-2.577,0,dwight-perry-1,wofford,2025,
3,24,-15.933,-3.553,0,andrew-wilson-1,virginia-military-institute,2025,
1,108,-9.684,-7.693,0,ryan-ridder-1,mercer,2025,
1,196,-5.893,-4.351,1,tim-craft-1,western-carolina,2025,
3,167,-6.55,-1.789,0,ed-conroy-1,citadel,2025,boston-college
2,249,9.39,2.678,6,will-wade-1,mcneese-state,2025,south-dakota-state
4,102,-6.13,-1.001,0,alvin-brooks-2,lamar,2025,
2,38,-4.665,-3.72,0,tevon-saddler-1,nicholls-state,2025,new-mexico
6,86,-10.832,-6.16,0,david-kiefer-1,southeastern-louisiana,2025,
2,38,-3.18,-4.845,0,jim-shaw-2,texas-am-corpus-christi,2025,purdue
2,22,-9.95,-3.71,0,ricky-cabrera-1,northwestern-state,2025,
1,12,-7.35,-2.43,0,craig-doty-1,houston-baptist,2025,
2,23,-11.205,-6.545,0,shane-heirman-1,incarnate-word,2025,california-baptist
9,171,-1.953,-4.604,1,kyle-keller-1,stephen-f-austin,2025,
1,14,-5.92,-2.6,0,kahil-fennell-1,texas-pan-american,2025,nebraska
3,30,-12.687,-4.677,0,jaret-von-rosenberg-1,texas-am-commerce,2025,iowa
1,4,-14.31,-0.24,0,stacy-hollowell-1,new-orleans,2025,kansas-state
3,42,-7.01,-3.13,0,chris-crutchfield-1,nebraska-omaha,2025,
4,69,-3.515,-4.925,0,john-tauer-1,st-thomas-mn,2025,
6,128,2.595,-2.578,2,eric-henderson-1,south-dakota-state,2025,mcneese-state
11,211,-1.838,-2.962,2,david-richman-1,north-dakota-state,2025,
3,41,-9.24,-4.0,0,eric-peterson-2,south-dakota,2025,southern
6,72,-9.037,-3.445,0,paul-sather-1,north-dakota,2025,colorado-state
4,53,-9.495,-4.935,0,jeff-wulbrun-1,denver,2025,stanford
3,284,1.564,-0.716,5,marvin-menzies-1,missouri-kansas-city,2025,
2,19,-9.095,-1.55,0,russell-springmann-1,oral-roberts,2025,minnesota
1,160,-4.469,-3.651,2,preston-spradlin-1,james-madison,2025,ohio
2,41,3.15,-1.96,0,bryan-hodgson-1,arkansas-state,2025,akron
7,165,-3.257,-3.571,0,richie-riley-1,south-alabama,2025,central-michigan
6,324,-2.409,-3.053,1,scott-cross-1,troy,2025,toledo
1,18,-2.58,-4.44,0,cornelius-jackson-1,marshall,2025,
6,145,-2.821,-3.085,1,dustin-kerns-1,appalachian-state,2025,miami-oh
5,87,-2.596,-2.976,0,terrence-johnson-2,texas-state,2025,eastern-michigan
3,41,-1.41,0.615,0,jonas-hayes-1,georgia-state,2025,ball-state
15,494,-2.396,-3.709,4,bob-marlin-1,louisiana-lafayette,2025,kent-state
2,24,-7.91,-3.71,0,charlie-henry-1,georgia-southern,2025,northern-illinois
1,11,-10.58,-3.72,0,mike-jones-34,old-dominion,2025,buffalo
6,151,-7.725,-3.799,0,jay-ladner-1,southern-mississippi,2025,bowling-green-state
1,61,-6.62,-3.622,0,justin-gray-1,coastal-carolina,2025,western-michigan
15,320,-4.53,-1.378,0,keith-richard-1,louisiana-monroe,2025,
2,101,-9.05,-3.184,0,kevin-johnson-4,southern,2025,south-dakota
3,53,-13.734,-7.558,0,mo-williams-1,jackson-state,2025,houston
4,145,-7.83,-3.39,1,reggie-theus-1,bethune-cookman,2025,texas-tech
7,414,-1.734,-1.496,6,johnny-jones-2,texas-southern,2025,xavier
