Seed1,Team1,Team1_id,Seed2,Team2,Team2_id,Winner,Winner_id,Year
10,Minnesota,135,7,Louisville,97,1,135,2019
15,Bradley,71,2,Michigan St,127,0,127,2019
16,Fair Dickinson,161,1,Gonzaga,2250,0,2250,2019
9,Baylor,239,8,Syracuse,183,1,239,2019
12,Murray St,93,5,Marquette,269,1,93,2019
13,Vermont,261,4,Florida St,52,0,52,2019
11,Arizona St,9,6,Buffalo,2084,0,2084,2019
14,N Kentucky,94,3,Texas Tech,2641,0,2641,2019
10,Florida,57,7,Nevada,2440,1,57,2019
15,Montana,149,2,Michigan,130,0,130,2019
16,Gardner-Webb,2241,1,Virginia,258,0,258,2019
9,Oklahoma,201,8,Ole Miss,145,1,201,2019
12,Oregon,2483,5,Wisconsin,275,1,2483,2019
13,UC Irvine,300,4,Kansas St,2306,1,300,2019
11,Saint Mary's,2608,6,Villanova,222,0,222,2019
14,Old Dominion,295,3,Purdue,2509,0,2509,2019
10,Iowa,2294,7,Cincinnati,2132,1,2294,2019
15,Colgate,2142,2,Tennessee,2633,0,2633,2019
16,Iona,314,1,North Carolina,153,0,153,2019
9,Washington,264,8,Utah State,328,1,264,2019
12,New Mexico St,166,5,Auburn,2,0,2,2019
13,Northeastern,111,4,Kansas,2305,0,2305,2019
11,Ohio State,194,6,Iowa State,66,1,194,2019
14,Georgia St,2247,3,Houston,248,0,248,2019
10,Seton Hall,2550,7,Wofford,2747,0,2747,2019
15,Abilene Chrstn,2000,2,Kentucky,96,0,96,2019
9,UCF,2116,1,Duke,150,0,150,2019
12,Liberty,2335,4,Virginia Tech,259,0,259,2019
6,Maryland,120,3,LSU,99,0,99,2019
10,Minnesota,135,2,Michigan St,127,0,127,2019
9,Baylor,239,1,Gonzaga,2250,0,2250,2019
12,Murray St,93,4,Florida St,52,0,52,2019
6,Buffalo,2084,3,Texas Tech,2641,0,2641,2019
10,Florida,57,2,Michigan,130,0,130,2019
9,Oklahoma,201,1,Virginia,258,0,258,2019
13,UC Irvine,300,12,Oregon,2483,0,2483,2019
6,Villanova,222,3,Purdue,2509,0,2509,2019
10,Iowa,2294,2,Tennessee,2633,0,2633,2019
9,Washington,264,1,North Carolina,153,0,153,2019
5,Auburn,2,4,Kansas,2305,1,2,2019
11,Ohio State,194,3,Houston,248,0,248,2019
7,Wofford,2747,2,Kentucky,96,0,96,2019
4,Virginia Tech,259,1,Duke,150,0,150,2019
3,LSU,99,2,Michigan St,127,0,127,2019
4,Florida St,52,1,Gonzaga,2250,0,2250,2019
3,Texas Tech,2641,2,Michigan,130,1,2641,2019
12,Oregon,2483,1,Virginia,258,0,258,2019
3,Purdue,2509,2,Tennessee,2633,1,2509,2019
5,Auburn,2,1,North Carolina,153,1,2,2019
3,Houston,248,2,Kentucky,96,0,96,2019
2,Michigan St,127,1,Duke,150,1,127,2019
3,Texas Tech,2641,1,Gonzaga,2250,1,2641,2019
3,Purdue,2509,1,Virginia,258,0,258,2019
5,Auburn,2,2,Kentucky,96,1,2,2019
3,Texas Tech,2641,2,Michigan St,127,1,2641,2019
5,Auburn,2,1,Virginia,258,0,258,2019
3,Texas Tech,2641,1,Virginia,258,0,258,2019
16,Norfolk St,2450,1,Gonzaga,2250,0,2250,2021
9,Missouri,142,8,Oklahoma,201,0,201,2021
12,Santa Barbara,2540,5,Creighton,156,0,156,2021
13,Ohio,195,4,Virginia,258,1,195,2021
11,Drake,2181,6,USC,30,0,30,2021
14,E Washington,331,3,Kansas,2305,0,2305,2021
10,VCU,2670,7,Oregon,2483,0,2483,2021
15,Grand Canyon,2253,2,Iowa,2294,0,2294,2021
16,Texas Southern,2640,1,Michigan,130,0,130,2021
9,St Bonaventure,179,8,LSU,99,0,99,2021
12,Georgetown,46,5,Colorado,38,0,38,2021
13,UNC Greensboro,2430,4,Florida St,52,0,52,2021
11,UCLA,26,6,BYU,252,1,26,2021
14,Abilene Chrstn,2000,3,Texas,251,1,2000,2021
10,Maryland,120,7,UConn,41,1,120,2021
15,Iona,314,2,Alabama,333,0,333,2021
16,Hartford,42,1,Baylor,239,0,239,2021
9,Wisconsin,275,8,North Carolina,153,1,275,2021
12,Winthrop,2737,5,Villanova,222,0,222,2021
13,North Texas,249,4,Purdue,2509,1,249,2021
11,Utah State,328,6,Texas Tech,2641,0,2641,2021
14,Colgate,2142,3,Arkansas,8,0,8,2021
10,Virginia Tech,259,7,Florida,57,0,57,2021
15,Oral Roberts,198,2,Ohio State,194,1,198,2021
16,Drexel,2182,1,Illinois,356,0,356,2021
9,Georgia Tech,59,8,Loyola Chicago,2350,0,2350,2021
12,Oregon St,204,5,Tennessee,2633,1,204,2021
13,Liberty,2335,4,Oklahoma St,197,0,197,2021
11,Syracuse,183,6,San Diego St,21,1,183,2021
14,Morehead St,2413,3,West Virginia,277,0,277,2021
10,Rutgers,164,7,Clemson,228,1,164,2021
15,Cleveland St,325,2,Houston,248,0,248,2021
8,Oklahoma,201,1,Gonzaga,2250,0,2250,2021
13,Ohio,195,5,Creighton,156,0,156,2021
6,USC,30,3,Kansas,2305,1,30,2021
7,Oregon,2483,2,Iowa,2294,1,2483,2021
8,LSU,99,1,Michigan,130,0,130,2021
5,Colorado,38,4,Florida St,52,0,52,2021
14,Abilene Chrstn,2000,11,UCLA,26,0,26,2021
10,Maryland,120,2,Alabama,333,0,333,2021
9,Wisconsin,275,1,Baylor,239,0,239,2021
13,North Texas,249,5,Villanova,222,0,222,2021
6,Texas Tech,2641,3,Arkansas,8,0,8,2021
15,Oral Roberts,198,7,Florida,57,1,198,2021
8,Loyola Chicago,2350,1,Illinois,356,1,2350,2021
12,Oregon St,204,4,Oklahoma St,197,1,204,2021
11,Syracuse,183,3,West Virginia,277,1,183,2021
10,Rutgers,164,2,Houston,248,0,248,2021
5,Creighton,156,1,Gonzaga,2250,0,2250,2021
7,Oregon,2483,6,USC,30,0,30,2021
4,Florida St,52,1,Michigan,130,0,130,2021
11,UCLA,26,2,Alabama,333,1,26,2021
5,Villanova,222,1,Baylor,239,0,239,2021
15,Oral Roberts,198,3,Arkansas,8,0,8,2021
12,Oregon St,204,8,Loyola Chicago,2350,1,204,2021
11,Syracuse,183,2,Houston,248,0,248,2021
6,USC,30,1,Gonzaga,2250,0,2250,2021
11,UCLA,26,1,Michigan,130,1,26,2021
3,Arkansas,8,1,Baylor,239,0,239,2021
12,Oregon St,204,2,Houston,248,0,248,2021
11,UCLA,26,1,Gonzaga,2250,0,2250,2021
2,Houston,248,1,Baylor,239,0,239,2021
1,Gonzaga,2250,1,Baylor,239,0,239,2021
16,Georgia St,2247,1,Gonzaga,2250,0,2250,2022
9,Memphis,235,8,Boise St,68,1,235,2022
12,New Mexico St,166,5,UConn,41,1,166,2022
13,Vermont,261,4,Arkansas,8,0,8,2022
11,Notre Dame,87,6,Alabama,333,1,87,2022
14,Montana St,147,3,Texas Tech,2641,0,2641,2022
10,Davidson,2166,7,Michigan St,127,0,127,2022
15,Fullerton,2239,2,Duke,150,0,150,2022
16,Norfolk St,2450,1,Baylor,239,0,239,2022
9,Marquette,269,8,North Carolina,153,0,153,2022
12,Indiana,84,5,Saint Mary's,2608,0,2608,2022
13,Akron,2006,4,UCLA,26,0,26,2022
11,Virginia Tech,259,6,Texas,251,0,251,2022
14,Yale,43,3,Purdue,2509,0,2509,2022
10,San Francisco,2539,7,Murray St,93,0,93,2022
15,Saint Peter's,2612,2,Kentucky,96,1,2612,2022
16,Wright St,2750,1,Arizona,12,0,12,2022
9,TCU,2628,8,Seton Hall,2550,1,2628,2022
12,UAB,5,5,Houston,248,0,248,2022
13,Chattanooga,236,4,Illinois,356,0,356,2022
11,Michigan,130,6,Colorado St,36,1,130,2022
14,Longwood,2344,3,Tennessee,2633,0,2633,2022
10,Loyola Chicago,2350,7,Ohio State,194,0,194,2022
15,Delaware,48,2,Villanova,222,0,222,2022
16,Texas Southern,2640,1,Kansas,2305,0,2305,2022
9,Creighton,156,8,San Diego St,21,1,156,2022
12,Richmond,257,5,Iowa,2294,1,257,2022
13,S Dakota St,2571,4,Providence,2507,0,2507,2022
11,Iowa State,66,6,LSU,99,1,66,2022
14,Colgate,2142,3,Wisconsin,275,0,275,2022
10,Miami,2390,7,USC,30,1,2390,2022
15,Jax State,55,2,Auburn,2,0,2,2022
9,Memphis,235,1,Gonzaga,2250,0,2250,2022
12,New Mexico St,166,4,Arkansas,8,0,8,2022
11,Notre Dame,87,3,Texas Tech,2641,0,2641,2022
7,Michigan St,127,2,Duke,150,0,150,2022
8,North Carolina,153,1,Baylor,239,1,153,2022
5,Saint Mary's,2608,4,UCLA,26,0,26,2022
6,Texas,251,3,Purdue,2509,0,2509,2022
15,Saint Peter's,2612,7,Murray St,93,1,2612,2022
9,TCU,2628,1,Arizona,12,0,12,2022
5,Houston,248,4,Illinois,356,1,248,2022
11,Michigan,130,3,Tennessee,2633,1,130,2022
7,Ohio State,194,2,Villanova,222,0,222,2022
9,Creighton,156,1,Kansas,2305,0,2305,2022
12,Richmond,257,4,Providence,2507,0,2507,2022
11,Iowa State,66,3,Wisconsin,275,1,66,2022
10,Miami,2390,2,Auburn,2,1,2390,2022
4,Arkansas,8,1,Gonzaga,2250,1,8,2022
3,Texas Tech,2641,2,Duke,150,0,150,2022
8,North Carolina,153,4,UCLA,26,1,153,2022
15,Saint Peter's,2612,3,Purdue,2509,1,2612,2022
5,Houston,248,1,Arizona,12,1,248,2022
11,Michigan,130,2,Villanova,222,0,222,2022
4,Providence,2507,1,Kansas,2305,0,2305,2022
11,Iowa State,66,10,Miami,2390,0,2390,2022
4,Arkansas,8,2,Duke,150,0,150,2022
15,Saint Peter's,2612,8,North Carolina,153,0,153,2022
5,Houston,248,2,Villanova,222,0,222,2022
10,Miami,2390,1,Kansas,2305,0,2305,2022
8,North Carolina,153,2,Duke,150,1,153,2022
2,Villanova,222,1,Kansas,2305,0,2305,2022
8,North Carolina,153,1,Kansas,2305,0,2305,2022
16,Texas A&M-CC,357,1,Alabama,333,0,333,2023
9,West Virginia,277,8,Maryland,120,0,120,2023
12,Charleston,232,5,San Diego St,21,0,21,2023
13,Furman,231,4,Virginia,258,1,231,2023
11,NC State,152,6,Creighton,156,0,156,2023
14,Santa Barbara,2540,3,Baylor,239,0,239,2023
10,Utah State,328,7,Missouri,142,0,142,2023
15,Princeton,163,2,Arizona,12,1,163,2023
16,Fair Dickinson,161,1,Purdue,2509,1,161,2023
9,FAU,2226,8,Memphis,235,1,2226,2023
12,Oral Roberts,198,5,Duke,150,0,150,2023
13,Louisiana,309,4,Tennessee,2633,0,2633,2023
11,Providence,2507,6,Kentucky,96,0,96,2023
14,Montana St,147,3,Kansas St,2306,0,2306,2023
10,USC,30,7,Michigan St,127,0,127,2023
15,Vermont,261,2,Marquette,269,0,269,2023
16,N Kentucky,94,1,Houston,248,0,248,2023
9,Auburn,2,8,Iowa,2294,1,2,2023
12,Drake,2181,5,Miami,2390,0,2390,2023
13,Kent State,2309,4,Indiana,84,0,84,2023
11,Pitt,221,6,Iowa State,66,1,221,2023
14,Kennesaw St,338,3,Xavier,2752,0,2752,2023
10,Penn State,213,7,Texas A&M,245,1,213,2023
15,Colgate,2142,2,Texas,251,0,251,2023
16,Howard,47,1,Kansas,2305,0,2305,2023
9,Illinois,356,8,Arkansas,8,0,8,2023
12,VCU,2670,5,Saint Mary's,2608,0,2608,2023
13,Iona,314,4,UConn,41,0,41,2023
11,Arizona St,9,6,TCU,2628,0,2628,2023
14,Grand Canyon,2253,3,Gonzaga,2250,0,2250,2023
10,Boise St,68,7,Northwestern,77,0,77,2023
15,UNC Asheville,2427,2,UCLA,26,0,26,2023
8,Maryland,120,1,Alabama,333,0,333,2023
13,Furman,231,5,San Diego St,21,0,21,2023
6,Creighton,156,3,Baylor,239,1,156,2023
15,Princeton,163,7,Missouri,142,1,163,2023
16,Fair Dickinson,161,9,FAU,2226,0,2226,2023
5,Duke,150,4,Tennessee,2633,0,2633,2023
6,Kentucky,96,3,Kansas St,2306,0,2306,2023
7,Michigan St,127,2,Marquette,269,1,127,2023
9,Auburn,2,1,Houston,248,0,248,2023
5,Miami,2390,4,Indiana,84,1,2390,2023
11,Pitt,221,3,Xavier,2752,0,2752,2023
10,Penn State,213,2,Texas,251,0,251,2023
8,Arkansas,8,1,Kansas,2305,1,8,2023
5,Saint Mary's,2608,4,UConn,41,0,41,2023
6,TCU,2628,3,Gonzaga,2250,0,2250,2023
7,Northwestern,77,2,UCLA,26,0,26,2023
5,San Diego St,21,1,Alabama,333,1,21,2023
15,Princeton,163,6,Creighton,156,0,156,2023
9,FAU,2226,4,Tennessee,2633,1,2226,2023
7,Michigan St,127,3,Kansas St,2306,0,2306,2023
5,Miami,2390,1,Houston,248,1,2390,2023
3,Xavier,2752,2,Texas,251,0,251,2023
8,Arkansas,8,4,UConn,41,0,41,2023
3,Gonzaga,2250,2,UCLA,26,1,2250,2023
6,Creighton,156,5,San Diego St,21,0,21,2023
9,FAU,2226,3,Kansas St,2306,1,2226,2023
5,Miami,2390,2,Texas,251,1,2390,2023
4,UConn,41,3,Gonzaga,2250,1,41,2023
9,FAU,2226,5,San Diego St,21,0,21,2023
5,Miami,2390,4,UConn,41,0,41,2023
5,San Diego St,21,4,UConn,41,0,41,2023
16,Stetson,56,1,UConn,41,0,41,2024
9,Northwestern,77,8,FAU,2226,1,77,2024
12,UAB,5,5,San Diego St,21,0,21,2024
13,Yale,43,4,Auburn,2,1,43,2024
11,Duquesne,2184,6,BYU,252,1,2184,2024
14,Morehead St,2413,3,Illinois,356,0,356,2024
10,Drake,2181,7,Washington St,265,0,265,2024
15,S Dakota St,2571,2,Iowa State,66,0,66,2024
16,Wagner,2681,1,North Carolina,153,0,153,2024
9,Michigan St,127,8,Mississippi St,344,1,127,2024
12,Grand Canyon,2253,5,Saint Mary's,2608,1,2253,2024
13,Charleston,232,4,Alabama,333,0,333,2024
11,New Mexico,167,6,Clemson,228,0,228,2024
14,Colgate,2142,3,Baylor,239,0,239,2024
10,Nevada,2440,7,Dayton,2168,0,2168,2024
15,Long Beach St,299,2,Arizona,12,0,12,2024
16,Longwood,2344,1,Houston,248,0,248,2024
9,Texas A&M,245,8,Nebraska,158,1,245,2024
12,James Madison,256,5,Wisconsin,275,1,256,2024
13,Vermont,261,4,Duke,150,0,150,2024
11,NC State,152,6,Texas Tech,2641,1,152,2024
14,Oakland,2473,3,Kentucky,96,1,2473,2024
10,Colorado,38,7,Florida,57,1,38,2024
15,Western KY,98,2,Marquette,269,0,269,2024
16,Grambling,2755,1,Purdue,2509,0,2509,2024
9,TCU,2628,8,Utah State,328,0,328,2024
12,McNeese,2377,5,Gonzaga,2250,0,2250,2024
13,Samford,2535,4,Kansas,2305,0,2305,2024
11,Oregon,2483,6,South Carolina,2579,1,2483,2024
14,Akron,2006,3,Creighton,156,0,156,2024
10,Colorado St,36,7,Texas,251,0,251,2024
15,Saint Peter's,2612,2,Tennessee,2633,0,2633,2024
9,Northwestern,77,1,UConn,41,0,41,2024
13,Yale,43,5,San Diego St,21,0,21,2024
11,Duquesne,2184,3,Illinois,356,0,356,2024
7,Washington St,265,2,Iowa State,66,0,66,2024
9,Michigan St,127,1,North Carolina,153,0,153,2024
12,Grand Canyon,2253,4,Alabama,333,0,333,2024
6,Clemson,228,3,Baylor,239,1,228,2024
7,Dayton,2168,2,Arizona,12,0,12,2024
9,Texas A&M,245,1,Houston,248,0,248,2024
12,James Madison,256,4,Duke,150,0,150,2024
14,Oakland,2473,11,NC State,152,0,152,2024
10,Colorado,38,2,Marquette,269,0,269,2024
8,Utah State,328,1,Purdue,2509,0,2509,2024
5,Gonzaga,2250,4,Kansas,2305,1,2250,2024
11,Oregon,2483,3,Creighton,156,0,156,2024
7,Texas,251,2,Tennessee,2633,0,2633,2024
5,San Diego St,21,1,UConn,41,0,41,2024
3,Illinois,356,2,Iowa State,66,1,356,2024
4,Alabama,333,1,North Carolina,153,1,333,2024
6,Clemson,228,2,Arizona,12,1,228,2024
4,Duke,150,1,Houston,248,1,150,2024
11,NC State,152,2,Marquette,269,1,152,2024
5,Gonzaga,2250,1,Purdue,2509,0,2509,2024
3,Creighton,156,2,Tennessee,2633,0,2633,2024
3,Illinois,356,1,UConn,41,0,41,2024
6,Clemson,228,4,Alabama,333,0,333,2024
11,NC State,152,4,Duke,150,1,152,2024
2,Tennessee,2633,1,Purdue,2509,0,2509,2024
4,Alabama,333,1,UConn,41,0,41,2024
11,NC State,152,1,Purdue,2509,0,2509,2024
1,UConn,41,1,Purdue,2509,1,41,2024
